"tct";"ui";"lib_tct";"lib_ui";"annee";"activite";"categorie";"autorite_organisatrice";"nom_commercial_service_regional"
"LVT";"1187";"TAGV haute capacité Est, à charge";"SNCF-VOYAGES";2022;"TAGV";"Service librement organisé";;
"LVO";"1187";"TAGV haute capacité Nord, à charge";"SNCF-VOYAGES";2022;"TAGV";"Service librement organisé";;
"LVU";"1187";"TAGV haute capacité Sud-Est, à charge";"SNCF-VOYAGES";2022;"TAGV";"Service librement organisé";;
"LVG";"1187";"TAGV spéciaux internationaux (pèlerins et autres), à charge";"SNCF-VOYAGES";2022;"TAGV";"Service librement organisé";;
"LVS";"1187";"TAGV spéciaux nationaux (pèlerins et autres), à charge";"SNCF-VOYAGES";2022;"TAGV";"Service librement organisé";;
"LVD";"1187";"TAGV - Sud-Est, à charge";"SNCF-VOYAGES";2022;"TAGV";"Service librement organisé";;
"LCL";"1187";"Voyageurs internationaux - VL<160km/h non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2022;"TGL";"Service librement organisé";;
"LBL";"1187";"Voyageurs internationaux - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2022;"TGL";"Service librement organisé";;
"VCL";"1187";"Voyageurs internationaux de nuit - VL<160km/h non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2022;"TGL";"Service librement organisé";;
"VBL";"1187";"Voyageurs internationaux de nuit - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2022;"TGL";"Service librement organisé";;
"PTT";"1087";"Train touristique";"SNCF-VOYAGEURS";2022;"TGL";"Service librement organisé";;
"LVW";"9132";"TAGV (Train A Grande Vitesse - à charge)";"THI FACTORY";2022;"TAGV";"Service librement organisé";;
"TWP";"9165";"Tram-train transport Ile-de-France Mobilités à charge, ligne T12";"TRANSKEO";2022;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"LVW";"9124";"TAGV (Train A Grande Vitesse - à charge)";"TRENITALIA FRANCE";2022;"TAGV";"Service librement organisé";;
"LAC";"9124";"Voyageurs - Trains non apte GV accord cadre";"TRENITALIA FRANCE";2022;"TGL";"Service librement organisé";;
"LBL";"9124";"Voyageurs internationaux - VL>=160km/h, non TAGV (hors spéciaux), à charge";"TRENITALIA FRANCE";2022;"TGL";"Service librement organisé";;
"LVW";"9150";"TAGV (Train A Grande Vitesse - à charge)";"EUROSTAR FRANCE";2021;"TAGV";"Service librement organisé";;
"RBQ";"6687";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Léman Express";"LEMANIS - SNCF-TER";2021;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"ZW1";"5000";"Tramway";"MULHOUSE ALSACE AGGLOMERATION - Pas d'EF indiquée";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"NC1";"9159";"GL Inter-Villes - Train classique, VL< 160 km/h";"OSLO";2021;"TGL";"Service librement organisé";;
"NB1";"9159";"GL Inter-Villes - Train classique, VL>= 160 km/h";"OSLO";2021;"TGL";"Service librement organisé";;
"LVD";"9156";"TAGV - Sud-Est, à charge";"RENFE VIAJEROS";2021;"TAGV";"Service librement organisé";;
"LVJ";"9156";"TAGV International GALA France Espagne, à charge";"RENFE VIAJEROS";2021;"TAGV";"Service librement organisé";;
"NCD";"1987";"Train TET à charge, VL<160 km/h, Nantes-Bordeaux";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NBD";"1987";"Train TET à charge, VL>=160 km/h, Nantes-Bordeaux";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NCE";"1987";"Train TET à charge, VL<160 km/h, Toulouse-Hendaye";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NBE";"1987";"Train TET à charge, VL>=160 km/h, Toulouse-Hendaye";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NCM";"1987";"Train TET à charge, VL<160 km/h, Paris-Clermont";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NBM";"1987";"Train TET à charge, VL>=160 km/h, Paris-Clermont";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NCO";"1987";"INTERCITES - Train à charge, VL<160 km/h, 100% ECO";"SNCF-INTERCITES";2021;"TGL";"Service librement organisé";;
"NCS";"1987";"Train TET à charge, VL<160 km/h, Paris-Toulouse";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NCA";"1987";"Train TET à charge, VL<160 km/h, Transversale Sud";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NCP";"1987";"Train TET à charge, VL<160 km/h, Aubrac";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NBO";"1987";"INTERCITES - Train à charge, VL>=160 km/h, 100% ECO";"SNCF-INTERCITES";2021;"TGL";"Service librement organisé";;
"NBS";"1987";"Train TET à charge, VL>=160 km/h, Paris-Toulouse";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NBA";"1987";"Train TET à charge, VL>=160 km/h, Transversale Sud";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NBB";"1987";"Train TET à charge, VL>=160 km/h, Clermont-Lyon";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NCB";"1987";"Train TET à charge, VL<160 km/h, Clermont-Lyon";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NBC";"1987";"Train TET à charge, VL>=160 km/h, Nantes-Lyon";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NCC";"1987";"Train TET à charge, VL<160 km/h, Nantes-Lyon";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"NBP";"1987";"Train TET à charge, VL>=160 km/h, Aubrac";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"LCC";"1987";"Train TET de nuit à charge, VL<160 km/h, Sud Ouest";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBC";"1987";"Train TET de nuit à charge, VL>=160 km/h, Sud Ouest";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBG";"1987";"Voyageurs internationaux - Trains spéciaux (pèlerins et autres) à charge";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"LCS";"1987";"Voyageurs GL - Trains spéciaux (pèlerins et autres), V< 160 km/h, à charge";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"LBS";"1987";"Voyageurs GL - Trains spéciaux (pèlerins et autres), V>= 160 km/h, à charge";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"LBL";"1987";"Voyageurs internationaux - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités"
"LCB";"1987";"Train TET de nuit à charge, VL<160 km/h, Sud Est";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBB";"1987";"Train TET de nuit à charge, VL>=160 km/h, Sud Est";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCE";"1987";"Train TET de nuit à charge, VL<160 km/h, Occitan 2 Rodez";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LCD";"1987";"Train TET de nuit à charge, VL<160 km/h, Pyrénéen";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBE";"1987";"Train TET de nuit à charge, VL>=160 km/h, Occitan 2 Rodez";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"LBD";"1987";"Train TET de nuit à charge, VL>=160 km/h, Pyrénéen";"SNCF-INTERCITES";2021;"TET";"Service conventionné";"Etat";"Intercités de nuit"
"RBW";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Centre-Val de Loire : Ex IC GBPS";"SNCF-TER";2021;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RBX";"1387";"Train TER à charge, Occitanie : Ex IC Cévenol";"SNCF-TER";2021;"TER";"Service conventionné";"Occitanie";"LiO Train"
"RCS";"1387";"Train transport régional à charge, VL<160 km/h, Grand Est";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RCB";"1387";"Train transport régional à charge, VL<160 km/h, Nouvelle-Aquitaine";"SNCF-TER";2021;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RCF";"1387";"Train TER à charge, VL<160 km/h, Auvergne";"SNCF-TER";2021;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RCR";"1387";"Train transport régional à charge, VL<160 km/h, Normandie";"SNCF-TER";2021;"TER";"Service conventionné";"Normandie";"Nomad Train"
"RCD";"1387";"Train transport régional à charge, VL<160 km/h, Bourgogne-Franche-Comté";"SNCF-TER";2021;"TER";"Service conventionné";"Bourgogne-Franche-Comté";"Train Mobigo"
"RCJ";"1387";"Train transport régional à charge, VL<160 km/h, Bretagne";"SNCF-TER";2021;"TER";"Service conventionné";"Bretagne";"TER BreizhGo"
"RCU";"1387";"Train transport régional à charge, VL<160 km/h, Centre-Val de Loire";"SNCF-TER";2021;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RCH";"1387";"Train TER à charge, VL<160 km/h, Champagne-Ardenne";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RCC";"1387";"Train TER à charge, VL<160 km/h, Franche-Comté";"SNCF-TER";2021;"TER";"Service conventionné";"Bourgogne-Franche-Comté";"Train Mobigo"
"RCV";"1387";"Train TER à charge, VL<160 km/h, Haute-Normandie";"SNCF-TER";2021;"TER";"Service conventionné";"Normandie";"Nomad Train"
"RCP";"1387";"Train TER à charge, VL<160 km/h, Languedoc-Roussillon";"SNCF-TER";2021;"TER";"Service conventionné";"Occitanie";"LiO Train"
"RCE";"1387";"Train TER à charge, VL<160 km/h, Limousin";"SNCF-TER";2021;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RCN";"1387";"Train TER à charge, VL<160 km/h, Lorraine";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RCT";"1387";"Train transport régional à charge, VL<160 km/h, Occitanie";"SNCF-TER";2021;"TER";"Service conventionné";"Occitanie";"LiO Train"
"RCL";"1387";"Train transport régional à charge, VL<160 km/h, Hauts-de-France";"SNCF-TER";2021;"TER";"Service conventionné";"Hauts-de-France";"TER Hauts-de-France"
"RCG";"1387";"Train transport régional à charge, VL<160 km/h, Pays de la Loire";"SNCF-TER";2021;"TER";"Service conventionné";"Pays de la Loire";"TER Aléop"
"RCA";"1387";"Train TER à charge, VL<160 km/h, Picardie";"SNCF-TER";2021;"TER";"Service conventionné";"Hauts-de-France";"TER Hauts-de-France"
"RCY";"1387";"Train TER à charge, VL<160 km/h, Poitou-Charentes";"SNCF-TER";2021;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RCM";"1387";"Train transport régional à charge, VL<160 km/h, Sud-Provence-Alpes-Côte d'Azur";"SNCF-TER";2021;"TER";"Service conventionné";"Provence-Alpes-Côte d'Azur";"Train Zou"
"RCK";"1387";"Train transport régional à charge, VL<160 km/h, Auvergne-Rhône-Alpes";"SNCF-TER";2021;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RCI";"1387";"Train transport régional à charge, VL<160 km/h, Grand Est transfrontalier";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RBS";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Grand Est";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RBB";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Nouvelle-Aquitaine";"SNCF-TER";2021;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RBF";"1387";"Train TER à charge, VL>= 160km/h, hors TAGV, Auvergne";"SNCF-TER";2021;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RBR";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Normandie";"SNCF-TER";2021;"TER";"Service conventionné";"Normandie";"Nomad Train"
"RBD";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Bourgogne-Franche-Comté";"SNCF-TER";2021;"TER";"Service conventionné";"Bourgogne-Franche-Comté";"Train Mobigo"
"RBJ";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Bretagne";"SNCF-TER";2021;"TER";"Service conventionné";"Bretagne";"TER BreizhGo"
"RBU";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Centre-Val de Loire";"SNCF-TER";2021;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RBH";"1387";"Train TER à charge, VL>= 160km/h, hors TAGV, Champagne-Ardenne";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RBC";"1387";"Train TER à charge, VL>= 160km/h, hors TAGV, Franche-Comté";"SNCF-TER";2021;"TER";"Service conventionné";"Bourgogne-Franche-Comté";"Train Mobigo"
"RBV";"1387";"Train TER à charge, VL>= 160km/h, hors TAGV, Haute-Normandie";"SNCF-TER";2021;"TER";"Service conventionné";"Normandie";"Nomad Train"
"RBP";"1387";"Train TER à charge, VL>= 160km/h, hors TAGV, Languedoc-Roussillon";"SNCF-TER";2021;"TER";"Service conventionné";"Occitanie";"LiO Train"
"RBE";"1387";"Train TER à charge, VL>= 160km/h, hors TAGV, Limousin";"SNCF-TER";2021;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RBN";"1387";"Train TER à charge, VL>= 160km/h, hors TAGV, Lorraine";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RBT";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Occitanie";"SNCF-TER";2021;"TER";"Service conventionné";"Occitanie";"LiO Train"
"RBL";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Hauts-de-France";"SNCF-TER";2021;"TER";"Service conventionné";"Hauts-de-France";"TER Hauts-de-France"
"RBG";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Pays de la Loire";"SNCF-TER";2021;"TER";"Service conventionné";"Pays de la Loire";"TER Aléop"
"RBA";"1387";"Train TER à charge, VL>= 160km/h, hors TAGV, Picardie";"SNCF-TER";2021;"TER";"Service conventionné";"Hauts-de-France";"TER Hauts-de-France"
"RBY";"1387";"Train TER à charge, VL>= 160km/h, hors TAGV, Poitou-Charentes";"SNCF-TER";2021;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RBM";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Sud-Provence-Alpes-Côte d'Azur";"SNCF-TER";2021;"TER";"Service conventionné";"Provence-Alpes-Côte d'Azur";"Train Zou"
"RBK";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Auvergne-Rhône-Alpes";"SNCF-TER";2021;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RBI";"1387";"Train transport régional à charge, VL>=160 km/h, Grand Est transfrontalier";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RVL";"1387";"Train transport régional à charge, TAGV, Hauts-de-France";"SNCF-TER";2021;"TER";"Service conventionné";"Hauts-de-France";"TER Hauts-de-France"
"RCW";"1387";"Train transport régional à charge, VL<160 km/h, Centre-Val de Loire : ex IC GBPS";"SNCF-TER";2021;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RCX";"1387";"Train TER à charge, VL<160 km/h, Occitanie : ex IC Cevenol";"SNCF-TER";2021;"TER";"Service conventionné";"Occitanie";"LiO Train"
"RBZ";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Nouvelle-Aquitaine : Ex IC";"SNCF-TER";2021;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RWN";"1387";"Tram-train TER à charge, Lorraine";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RWK";"1387";"Tram-train transport régional à charge, Auvergne-Rhône-Alpes";"SNCF-TER";2021;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RWS";"1387";"Tram-train transport régional à charge, Grand Est";"SNCF-TER";2021;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RWG";"1387";"Tram-train transport régional à charge, Pays de la Loire";"SNCF-TER";2021;"TER";"Service conventionné";"Pays de la Loire";"TER Aléop"
"RBQ";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, Léman Express";"SNCF-TER";2021;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RB1";"1387";"Train transport régional à charge, VL>=160 km/h, hors TAGV, REGIO CFF";"SNCF-TER";2021;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"TBV";"1287";"Train transport Ile-de-France Mobilités à charge, ligne K";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBA";"1287";"Train transport Ile-de-France Mobilités à charge, ligne A du RER";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBB";"1287";"Train transport Ile-de-France Mobilités à charge, ligne B du RER";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBC";"1287";"Train transport Ile-de-France Mobilités à charge, ligne C du RER";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBD";"1287";"Train transport Ile-de-France Mobilités à charge, ligne D du RER";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBE";"1287";"Train transport Ile-de-France Mobilités à charge, ligne E du RER";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBN";"1287";"Train transport Ile-de-France Mobilités à charge, ligne H";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBT";"1287";"Train transport Ile-de-France Mobilités à charge, ligne P";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBM";"1287";"Train transport Ile-de-France Mobilités à charge, ligne N";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBL";"1287";"Train transport Ile-de-France Mobilités à charge, ligne R";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBR";"1287";"Train transport Ile-de-France Mobilités à charge, ligne L";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBS";"1287";"Train transport Ile-de-France Mobilités à charge, ligne J";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TBQ";"1287";"Train transport Ile-de-France Mobilités à charge, ligne U";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TWT";"1287";"Tram-train transport Ile-de-France Mobilités à charge, ligne T4";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TWN";"1287";"Tram-Train transport Ile-de-France Mobilités à charge, ligne T11";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"TWV";"1287";"Tram-train transport Ile-de-France Mobilités à charge, ligne T13";"SNCF-TRANSILIEN";2021;"Transilien et RER";"Service conventionné";"Île-de-France";"Train Transilien"
"LVC";"1187";"TAGV International ALLEO, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVR";"1187";"TAGV International France Italie, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVJ";"1187";"TAGV International GALA France Espagne, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVH";"1187";"TAGV International LYRIA, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LBL";"1187";"Voyageurs internationaux - VL>=160km/h, non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2021;"TGL";"Service librement organisé";;
"LVS";"1187";"TAGV spéciaux nationaux (pèlerins et autres), à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVA";"1187";"TAGV - Atlantique, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVK";"1187";"TAGV axe Bretagne, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVE";"1187";"TAGV - Est, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVN";"1187";"TAGV - Nord, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVM";"1187";"TAGV OUIGO Atlantique, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVT";"1187";"TAGV OUIGO Est, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVO";"1187";"TAGV OUIGO Nord, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVU";"1187";"TAGV OUIGO Sud-Est, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVG";"1187";"TAGV spéciaux internationaux (pèlerins et autres), à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LVD";"1187";"TAGV - Sud-Est, à charge";"SNCF-VOYAGES";2021;"TAGV";"Service librement organisé";;
"LCL";"1187";"Voyageurs internationaux - VL<160km/h non TAGV (hors spéciaux), à charge";"SNCF-VOYAGES";2021;"TGL";"Service librement organisé";;
"PTT";"1087";"Train touristique";"SNCF-VOYAGEURS";2021;"TGL";"Service librement organisé";;
"LVW";"9132";"TAGV (Train A Grande Vitesse - à charge)";"THI FACTORY";2021;"TAGV";"Service librement organisé";;
"LVW";"9124";"TAGV (Train A Grande Vitesse - à charge)";"TRENITALIA FRANCE";2021;"TAGV";"Service librement organisé";;
"LBL";"9124";"Voyageurs internationaux - VL>=160km/h, non TAGV (hors spéciaux), à charge";"TRENITALIA FRANCE";2021;"TGL";"Service librement organisé";;
"LAC";"9124";"Voyageurs - Trains non apte GV accord cadre";"TRENITALIA FRANCE";2021;"TGL";"Service librement organisé";;
"LVW";"9150";"TAGV (Train A Grande Vitesse - à charge)";"Eurostar France";2020;"TAGV";"Service librement organisé";;
"ZW1";"5000";"Tramway";"Mulhouse Alsace Agglomération - Pas d'EF indiquée";2020;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"LVD";"9156";"TAGV - Sud-Est, à charge";"RENFE VIAJEROS";2020;"TAGV";"Service librement organisé";;
"LVJ";"9156";"TAGV International GALA France Espagne, à charge";"RENFE VIAJEROS";2020;"TAGV";"Service librement organisé";;
"PTT";"1087";"Train touristique";"SNCF";2020;"TGL";"Service librement organisé";;
"LBB";"1987";"INTERCITES Nuit, V>= 160 km/h à charge, Sud Est";"SNCF-Intercités";2020;"TET";"Service conventionné";"Etat";"Intercités"
"NCO";"1987";"INTERCITES - Train à charge, VL< 160 km/h, 100% ECO";"SNCF-Intercités";2020;"TGL";"Service librement organisé";;
"LBC";"1987";"INTERCITES Nuit, V>= 160 km/h, à charge, Sud Ouest";"SNCF-Intercités";2020;"TET";"Service conventionné";"Etat";"Intercités"
"LCB";"1987";"INTERCITES Nuit, V< 160 km/h à charge, Sud Est";"SNCF-Intercités";2020;"TET";"Service conventionné";"Etat";"Intercités"
"LCC";"1987";"INTERCITES Nuit, V < 160 km/h à charge, Sud Ouest";"SNCF-Intercités";2020;"TET";"Service conventionné";"Etat";"Intercités"
"LVA";"1187";"TAGV - Atlantique, à charge";"SNCF-Voyages";2020;"TAGV";"Service librement organisé";;
"NBO";"1987";"INTERCITES - Train à charge, VL>= 160 km/h, 100% ECO";"SNCF-Intercités";2020;"TGL";"Service librement organisé";;
"LVD";"1187";"TAGV - Sud-Est, à charge";"SNCF-Voyages";2020;"TAGV";"Service librement organisé";;
"LVE";"1187";"TAGV - Est, à charge";"SNCF-Voyages";2020;"TAGV";"Service librement organisé";;
"LVK";"1187";"TAGV axe Bretagne, à charge";"SNCF-Voyages";2020;"TAGV";"Service librement organisé";;
"LVM";"1187";"TAGV OUIGO Atlantique, à charge";"SNCF-Voyages";2020;"TAGV";"Service librement organisé";;
"LVN";"1187";"TAGV - Nord, à charge";"SNCF-Voyages";2020;"TAGV";"Service librement organisé";;
"LVO";"1187";"TAGV OUIGO Nord, à charge";"SNCF-Voyages";2020;"TAGV";"Service librement organisé";;
"LVT";"1187";"TAGV OUIGO Est, à charge";"SNCF-Voyages";2020;"TAGV";"Service librement organisé";;
"LVU";"1187";"TAGV OUIGO Sud-Est, à charge";"SNCF-Voyages";2020;"TAGV";"Service librement organisé";;
"LBG";"1987";"Voyageurs internationaux - Trains spéciaux (pèlerins et autres) à charge";"SNCF-Intercités";2020;"TET";"Service conventionné";"Etat";"Intercités"
"LCS";"1987";"Voyageurs GL - Trains spéciaux (pèlerins et autres), V< 160 km/h, à charge";"SNCF-Intercités";2020;"TET";"Service conventionné";"Etat";"Intercités"
"LBS";"1987";"Voyageurs GL - Trains spéciaux (pèlerins et autres), V>= 160 km/h, à charge";"SNCF-Intercités";2020;"TET";"Service conventionné";"Etat";"Intercités"
"LBL";"1987";"Voyageurs internationaux - Trains non TGV (hors spéciaux), à charge";"SNCF-Intercités";2020;"TET";"Service conventionné";"Etat";"Intercités"
"RBW";"1387";"TER Centre Val de Loire : ex IC GBPS ";"SNCF-TER";2020;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
"RBX";"1387";"TER Occitanie : Ex IC Cevenol";"SNCF-TER";2020;"TER";"Service conventionné";"Occitanie";"LiO Train"
"RCS";"1387";"Train TER à charge, VL<160 km/h, Alsace";"SNCF-TER";2020;"TER";"Service conventionné";"Grand Est";"TER Fluo"
"RCB";"1387";"Train TER à charge, VL<160 km/h, Aquitaine";"SNCF-TER";2020;"TER";"Service conventionné";"Nouvelle-Aquitaine";"TER Nouvelle-Aquitaine"
"RCF";"1387";"Train TER à charge, VL<160 km/h, Auvergne";"SNCF-TER";2020;"TER";"Service conventionné";"Auvergne-Rhône-Alpes";"TER Auvergne-Rhône-Alpes"
"RCR";"1387";"Train TER à charge, VL<160 km/h, Basse Normandie";"SNCF-TER";2020;"TER";"Service conventionné";"Normandie";"Nomad Train"
"RCD";"1387";"Train TER à charge, VL<160 km/h, Bourgogne";"SNCF-TER";2020;"TER";"Service conventionné";"Bourgogne-Franche-Comté";"Train Mobigo"
"RCJ";"1387";"Train TER à charge, VL<160 km/h, Bretagne";"SNCF-TER";2020;"TER";"Service conventionné";"Bretagne";"TER BreizhGo"
"RCU";"1387";"Train TER à charge, VL<160 km/h, Centre";"SNCF-TER";2020;"TER";"Service conventionné";"Centre-Val de Loire";"Train REMI"
